SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,Z,FIN_HEALTH
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,7.5,9.0,9.0,1,4,3.0,5,1,6,2.0,4.5,36,1.0,1,142.5
7.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,7.5,9.0,6.0,1,2,2.0,5,1,6,2.0,1.0,30,4.0,0,121.5
3.0,0.0,9.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,2.0,6,2,6,2.0,1.0,11,4.0,0,107.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,6,2.0,1.0,23,1.0,1,144.0
7.0,9.0,9.0,3.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,7.5,6.0,1,7,6.0,6,1,5,2.0,4.5,33,4.0,0,140.5
9.0,0.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,6,6.0,5,1,6,2.0,1.0,5,1.0,1,124.0
1.0,4.5,0.0,6.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,1.5,4.5,4.5,1,3,2.0,6,2,4,2.0,1.0,10,4.0,0,55.75
9.0,4.5,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,2,6,6.0,1,2,4,2.0,2.0,41,4.0,0,140.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,1,2,2.0,5,2,6,2.0,2.0,22,4.0,0,127.0
3.0,4.5,0.0,5.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,3.0,9.0,7.5,6.0,6.0,1,3,2.0,5,2,5,2.0,2.0,37,4.0,0,64.25
6.0,9.0,0.0,6.0,0.0,9.0,4.5,9.0,0.0,0.0,4.5,0.0,4.5,9.0,0.0,0.0,6.0,9.0,1,3,2.0,6,1,4,2.0,2.0,43,4.0,0,76.5
7.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,7.5,6.0,6.0,1,6,5.0,6,2,5,2.0,2.0,10,4.0,0,133.0
4.0,9.0,4.5,5.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,4.5,9.0,6.0,1,6,4.0,6,2,2,1.0,1.0,6,2.0,1,124.5
4.0,4.5,4.5,7.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,4.5,6.0,1,3,2.0,2,2,3,1.0,2.0,44,4.0,0,77.75
5.0,0.0,4.5,6.0,9.0,9.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,2.0,0.0,6.0,7.5,1.5,1,4,3.0,5,2,5,2.0,1.0,5,4.0,0,79.75
6.0,0.0,4.5,5.0,9.0,3.0,4.5,9.0,9.0,0.0,9.0,4.5,9.0,9.0,9.0,4.5,7.5,6.0,2,2,2.0,1,2,3,1.0,2.0,44,4.0,0,108.5
7.0,0.0,4.5,6.0,0.0,0.0,0.0,0.0,9.0,4.5,4.5,0.0,4.5,4.5,0.0,1.5,6.0,6.0,1,1,1.0,6,2,5,2.0,2.0,18,4.0,0,58.0
5.0,4.5,4.5,4.0,4.5,4.5,6.75,4.5,4.5,4.5,4.5,0.0,4.5,1.0,9.0,4.5,4.5,6.0,1,4,3.0,6,1,6,4.5,2.0,12,1.0,1,81.25
6.0,9.0,4.5,6.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,4.5,1,7,6.0,1,2,2,2.0,2.0,5,4.0,0,138.75
3.5,4.5,4.5,3.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,0.0,4.5,9.0,9.0,4.5,4.5,5.25,2,5,4.0,6,2,2,2.0,4.5,5,4.0,0,113.0
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,2,2.0,6,2,6,2.0,2.0,36,4.0,0,132.5
4.0,0.0,4.5,6.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,4.5,6.0,4.5,2,6,5.0,1,2,3,1.0,2.0,34,4.0,0,101.5
5.0,9.0,9.0,4.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,4.5,1,5,4.0,1,1,6,2.0,2.0,27,4.0,0,138.0
6.0,0.0,4.5,6.0,9.0,9.0,6.75,9.0,9.0,9.0,0.0,4.5,0.0,9.0,9.0,0.0,9.0,4.5,1,2,2.0,5,2,6,2.0,1.0,33,4.0,0,104.25
5.0,0.0,9.0,1.0,9.0,6.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,3.0,2,4,3.0,6,1,6,2.0,2.0,31,4.0,0,114.0
6.0,9.0,4.5,5.0,9.0,9.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,3.0,0.0,3.0,3.0,4.5,1,7,6.0,1,1,2,1.0,1.0,39,4.0,0,101.0
0.0,0.0,0.0,7.0,9.0,0.0,2.25,9.0,9.0,0.0,4.5,0.0,0.0,9.0,9.0,4.5,6.0,6.0,2,6,5.0,6,1,3,1.0,4.5,19,4.0,0,75.25
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,7.5,0.0,0.0,2,4,4.5,6,2,2,2.0,2.0,5,2.0,1,68.5
6.0,9.0,9.0,5.0,0.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,7.5,6.0,1,6,5.0,5,1,5,2.0,2.0,6,4.0,0,137.0
3.0,4.5,0.0,4.0,0.0,0.0,2.25,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,4.5,0.0,1,4,3.0,6,2,4,2.0,2.0,1,4.0,0,76.75
6.0,9.0,4.5,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,7.5,7.5,1,7,6.0,6,1,3,2.0,2.0,44,4.0,0,143.5
0.0,0.0,4.5,7.0,0.0,0.0,0.0,9.0,0.0,9.0,4.5,0.0,4.5,9.0,0.0,0.0,9.0,4.5,1,6,2.0,6,2,6,2.0,1.0,45,4.0,0,61.0
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,9.0,7.5,2,5,4.0,5,2,6,2.0,2.0,5,4.0,0,86.5
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,7,2.0,5,1,6,2.0,1.0,37,4.0,0,136.5
4.0,0.0,4.5,3.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,9.0,3.0,1,2,2.0,6,1,6,2.0,2.0,20,4.0,0,109.0
7.0,0.0,9.0,5.0,9.0,6.0,6.75,9.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,7.5,7.5,6.0,1,4,5.0,5,1,6,2.0,2.0,28,4.0,0,117.75
8.0,0.0,0.0,6.0,0.0,3.0,2.25,9.0,0.0,9.0,4.5,0.0,9.0,3.0,9.0,1.5,9.0,7.5,1,2,2.0,2,1,3,2.0,2.0,18,4.0,0,80.75
4.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,7.5,7.5,3.0,1,6,5.0,5,2,6,2.0,1.0,42,4.0,0,134.0
9.0,9.0,9.0,4.0,0.0,4.5,6.75,9.0,0.0,0.0,4.5,0.0,9.0,3.0,9.0,9.0,4.5,9.0,1,3,2.0,6,2,5,2.0,4.5,44,4.0,0,99.25
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,6,2.0,1.0,41,4.0,0,149.5
7.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,6.0,5,1,6,2.0,1.0,48,4.0,0,138.0
6.0,9.0,4.5,2.0,9.0,9.0,6.75,9.0,9.0,0.0,4.5,4.5,0.0,9.0,9.0,3.0,3.0,6.0,1,2,2.0,6,1,2,2.0,2.0,39,4.0,0,103.25
5.0,9.0,9.0,3.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,6.0,9.0,7.5,1,6,5.0,5,1,6,2.0,2.0,50,2.0,1,129.5
9.0,4.5,4.5,4.0,0.0,6.0,6.75,0.0,0.0,4.5,4.5,4.5,0.0,2.0,9.0,4.5,9.0,6.0,2,3,2.0,6,2,1,2.0,2.0,50,4.0,0,78.75
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,2,1,2,2.0,1.0,6,4.0,0,127.0
9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,7,6.0,5,1,6,2.0,1.0,26,4.0,0,143.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,9.0,7.5,1,7,6.0,6,1,3,2.0,4.5,26,4.0,0,150.0
8.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,4.5,9.0,9.0,9.0,9.0,7.5,1,2,2.0,6,2,6,2.0,2.0,41,4.0,0,121.0
9.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,7,6.0,5,2,6,2.0,1.0,47,4.0,0,145.0
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,2,7,6.0,5,2,6,2.0,2.0,12,4.0,0,141.5
9.0,0.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,9.0,9.0,1,6,5.0,3,1,4,2.0,2.0,38,4.0,0,140.5
9.0,0.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,6.0,9.0,1,7,6.0,6,2,6,2.0,2.0,51,4.0,0,143.5
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,4.5,0.0,9.0,9.0,9.0,9.0,7.5,6.0,1,6,6.0,6,1,5,2.0,2.0,47,4.0,0,126.0
9.0,9.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,4.0,5,1,6,2.0,2.0,10,4.0,0,133.0
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,7,6.0,5,1,6,2.0,2.0,43,2.0,1,134.5
5.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,1.0,5,1,6,1.0,2.0,35,4.0,0,136.0
6.0,9.0,9.0,3.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,1.5,7.5,4.5,1,4,3.0,5,1,6,2.0,2.0,46,4.0,0,126.0
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4,1.0,6,2,6,2.0,2.0,10,4.0,0,147.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,7,6.0,6,2,6,2.0,4.5,14,1.0,1,143.5
9.0,0.0,9.0,4.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,4.5,6.0,1,7,4.5,6,1,2,2.0,2.0,17,4.0,0,124.0
9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,7.5,1,4,2.0,6,2,6,2.0,1.0,13,4.0,0,144.0
7.0,0.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,7.5,9.0,7.5,1,7,2.0,5,1,6,2.0,2.0,31,4.0,0,124.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,7,6.0,6,1,6,2.0,1.0,1,4.0,0,142.5
5.0,4.5,4.5,6.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,2,6,2.0,2.0,49,4.0,0,132.5
7.0,0.0,9.0,2.0,9.0,9.0,6.75,9.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,6.0,1,4,2.0,6,2,5,2.0,1.0,8,4.0,0,120.75
6.0,4.5,4.5,5.0,9.0,6.0,6.75,0.0,0.0,4.5,9.0,4.5,9.0,1.0,9.0,6.0,6.0,7.5,1,7,2.0,3,1,3,2.0,1.0,33,4.0,0,98.25
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,2,1.0,5,2,6,2.0,1.0,40,4.0,0,142.5
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,3,2.0,6,2,6,2.0,1.0,16,4.0,0,151.0
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,7.5,9.0,9.0,1,5,2.0,5,2,5,2.0,1.0,31,4.0,0,143.5
3.0,9.0,4.5,3.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,9.0,0.0,3.0,6.0,6.0,1,2,2.0,1,2,2,2.0,2.0,18,4.0,0,75.75
4.0,9.0,9.0,1.0,9.0,9.0,4.5,0.0,0.0,4.5,4.5,4.5,0.0,9.0,0.0,3.0,3.0,6.0,1,3,5.0,1,2,4,2.0,2.0,41,4.0,0,80.0
6.0,9.0,9.0,4.0,0.0,6.0,0.0,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,9.0,7.5,1,5,2.0,6,1,5,2.0,2.0,33,1.0,1,109.0
7.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,3,2.0,5,2,5,1.0,1.0,14,4.0,0,144.0
6.0,9.0,4.5,3.0,9.0,9.0,6.75,9.0,0.0,0.0,9.0,0.0,9.0,3.0,9.0,7.5,6.0,7.5,1,7,6.0,2,1,3,2.0,1.0,49,4.0,0,107.25
9.0,9.0,9.0,5.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,6,5.0,6,2,6,2.0,2.0,33,4.0,0,128.0
9.0,9.0,9.0,5.0,0.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,5,4.0,2,1,5,1.0,2.0,33,4.0,0,135.5
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,2,6,2.0,1.0,5,2.0,1,153.0
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,4,3.0,6,2,6,2.0,1.0,5,4.0,0,133.0
4.0,0.0,9.0,5.0,0.0,0.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,1.5,6.0,4.5,1,2,2.0,5,2,6,2.0,2.0,25,4.0,0,86.25
6.0,9.0,9.0,4.0,0.0,9.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,9.0,6.0,1,5,4.0,5,1,6,2.0,2.0,3,4.0,0,103.75
9.0,4.5,9.0,7.0,9.0,6.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,2.0,9.0,0.0,7.5,9.0,1,7,6.0,3,1,3,1.0,1.0,44,4.0,0,117.0
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,7,6.0,6,1,6,2.0,2.0,44,4.0,0,137.0
6.0,0.0,4.5,6.0,0.0,9.0,6.75,9.0,9.0,0.0,4.5,9.0,4.5,9.0,9.0,9.0,7.5,6.0,1,5,5.0,6,1,1,2.0,1.0,16,1.0,1,108.75
7.0,4.5,9.0,4.0,0.0,3.0,6.75,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,0.0,1.5,4.5,1,2,2.0,6,2,1,2.0,2.0,17,4.0,0,76.25
6.0,0.0,4.5,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,6.0,4.5,1,7,6.0,5,2,6,2.0,2.0,16,4.0,0,131.5
9.0,0.0,4.5,4.0,9.0,0.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,3,2.0,6,2,4,2.0,2.0,8,4.0,0,130.0
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,5,2.0,2.0,44,1.0,1,152.0
0.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,6.0,7.5,1,5,4.0,5,2,6,2.0,2.0,11,4.0,0,49.75
4.0,9.0,9.0,4.0,9.0,3.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,5.25,6.0,2,2,4.5,5,2,5,2.0,2.0,34,4.0,0,116.75
5.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,6.0,7.5,7.5,1,6,2.0,5,2,6,2.0,1.0,40,4.0,0,138.0
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4,1.0,5,2,6,2.0,1.0,35,4.0,0,145.0
1.0,4.5,0.0,3.0,0.0,3.0,2.25,9.0,0.0,0.0,4.5,9.0,4.5,2.0,0.0,3.0,1.5,6.0,2,4,2.0,6,1,3,1.0,2.0,26,4.0,0,53.25
6.0,9.0,9.0,4.0,9.0,6.0,6.75,9.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,4.5,6.0,6.0,2,6,5.0,6,1,3,2.0,2.0,12,1.0,1,120.25
8.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,1,5,2.0,2.0,29,2.0,1,134.5
9.0,0.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,3.0,5,1,6,2.0,1.0,3,4.0,0,134.5
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,9.0,7.5,2,4,3.0,6,2,6,2.0,2.0,19,4.0,0,123.5
0.0,4.5,0.0,6.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,0.0,6.0,3.0,1,2,4.0,5,2,6,2.0,1.0,7,4.0,0,55.5
6.0,9.0,9.0,1.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,7.5,9.0,6.0,1,5,4.0,5,1,5,2.0,2.0,28,1.0,1,128.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,7.5,7.5,1,7,6.0,5,2,6,2.0,2.0,22,4.0,0,133.0
4.0,0.0,9.0,6.0,0.0,6.0,9.0,9.0,9.0,0.0,4.5,0.0,0.0,9.0,9.0,4.5,9.0,4.5,1,4,2.0,6,2,6,2.0,2.0,48,4.0,0,92.5
5.0,0.0,4.5,4.0,0.0,0.0,2.25,9.0,9.0,0.0,4.5,0.0,9.0,9.0,0.0,0.0,9.0,7.5,1,5,4.0,5,2,6,2.0,2.0,6,4.0,0,72.75
4.0,9.0,4.5,6.0,0.0,3.0,9.0,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,9.0,6.0,1,3,2.0,5,2,6,2.0,2.0,48,4.0,0,103.0
6.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,4.5,7.5,6.0,1,7,6.0,5,1,6,2.0,2.0,38,4.0,0,100.0
7.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,6,2.0,2.0,32,4.0,0,144.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,2.0,5,1,6,2.0,1.0,10,4.0,0,142.5
2.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,7.5,7.5,6.0,1,3,2.0,6,1,5,2.0,2.0,38,4.0,0,131.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,3.0,5,1,6,1.0,2.0,30,4.0,0,142.0
9.0,4.5,4.5,6.0,0.0,6.0,2.25,0.0,0.0,4.5,4.5,4.5,9.0,4.5,9.0,0.0,9.0,7.5,2,4,3.0,6,1,5,1.0,4.5,24,4.0,0,84.75
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,3.0,5,1,6,2.0,1.0,27,4.0,0,138.0
6.0,4.5,4.5,1.0,9.0,9.0,9.0,9.0,0.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,2,2.0,5,2,6,2.0,2.0,2,4.0,0,128.5
6.0,0.0,9.0,4.0,0.0,6.0,6.75,0.0,0.0,4.5,9.0,4.5,9.0,3.0,9.0,9.0,9.0,6.0,1,3,2.0,2,1,3,2.0,2.0,4,4.0,0,94.75
6.0,9.0,9.0,5.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,6,5.0,6,1,5,2.0,2.0,20,4.0,0,135.5
4.0,9.0,4.5,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,4.5,7.5,6.0,2,7,5.0,6,2,3,2.0,4.5,11,4.0,0,130.5
6.0,0.0,9.0,4.0,4.5,6.0,9.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,9.0,6.0,2,4,4.5,6,1,6,2.0,2.0,33,2.0,1,97.0
5.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,7.5,6.0,1,6,5.0,5,2,6,2.0,2.0,40,4.0,0,122.5
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,2,6,2.0,1.0,36,4.0,0,143.5
6.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,4.5,1,6,1.0,6,1,6,2.0,2.0,10,1.0,1,132.5
6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,2,1,5,2.0,1.0,31,4.0,0,151.0
8.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,7,6.0,5,1,6,2.0,1.0,15,2.0,1,143.0
3.0,0.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,4.5,9.0,6.0,1,7,5.0,5,1,6,2.0,1.0,11,4.0,0,115.5
6.0,9.0,9.0,5.0,9.0,4.5,6.75,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,9.0,6.0,6.0,1,2,2.0,5,2,6,2.0,4.5,50,1.0,1,133.25
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,6,2.0,2.0,14,2.0,1,144.0
7.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,7.5,6.0,1,3,2.0,5,2,6,2.0,2.0,39,4.0,0,132.5
6.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,4.5,9.0,6.0,1,6,5.0,5,2,6,2.0,2.0,45,4.5,1,119.5
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,7.5,1,6,5.0,6,2,4,2.0,2.0,44,2.0,1,149.0
6.0,0.0,9.0,2.0,0.0,9.0,9.0,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,9.0,9.0,4.5,1,6,5.0,6,2,6,2.0,1.0,33,4.0,0,120.5
4.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,4.0,5,1,6,1.0,2.0,8,4.0,0,142.0
