SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,Z,FIN_HEALTH
0.0,9.0,0.0,4.0,9.0,3.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,0.0,0.0,4.5,0.0,2,6,2.0,6,1,1,1.0,2.0,33,1.0,1,61.0
3.0,0.0,9.0,5.0,0.0,3.0,9.0,9.0,9.0,0.0,4.5,9.0,0.0,2.0,9.0,7.5,7.5,6.0,2,2,2.0,6,1,2,2.0,2.0,47,4.0,0,92.5
0.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,9.0,6.0,1,5,4.0,3,2,2,2.0,2.0,11,4.0,0,51.25
3.0,4.5,9.0,6.0,0.0,6.0,9.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,6.0,4.5,1,5,5.0,2,2,3,2.0,2.0,14,4.0,0,88.5
6.0,9.0,4.5,6.0,9.0,6.0,4.5,9.0,9.0,9.0,4.5,9.0,4.5,9.0,9.0,4.5,9.0,6.0,1,4,3.0,3,2,1,2.0,1.0,1,4.0,0,127.5
9.0,0.0,4.5,1.0,0.0,9.0,4.5,9.0,9.0,0.0,9.0,9.0,0.0,2.0,0.0,9.0,0.0,9.0,2,5,2.0,3,2,2,2.0,1.0,25,4.0,0,84.0
3.0,9.0,9.0,4.0,0.0,6.0,6.75,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,4.5,6.0,7.5,1,6,4.0,6,2,3,2.0,2.0,11,4.0,0,118.75
0.0,4.5,4.5,4.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,9.0,4.5,0.0,2,1,1.0,2,2,3,2.0,2.0,25,4.0,0,67.0
1.0,4.5,0.0,6.0,0.0,0.0,2.25,0.0,0.0,4.5,4.5,4.5,0.0,2.0,0.0,0.0,4.5,6.0,2,5,5.0,2,1,3,1.0,2.0,29,4.0,0,39.75
8.0,4.5,4.5,7.0,9.0,9.0,6.75,9.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,1.5,1.5,9.0,2,6,5.0,6,1,2,1.0,2.0,41,4.0,0,114.75
5.0,0.0,4.5,4.0,0.0,3.0,6.75,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,4.5,4.5,1,2,2.0,1,2,1,2.0,2.0,25,4.0,0,86.25
6.0,9.0,9.0,3.0,9.0,9.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,6.0,4.5,6.0,2,5,2.0,2,1,2,1.0,2.0,44,2.0,1,120.0
5.0,9.0,4.5,5.0,0.0,3.0,6.75,0.0,0.0,4.5,4.5,4.5,9.0,9.0,9.0,9.0,4.5,4.5,1,6,5.0,1,2,2,2.0,2.0,33,4.0,0,91.75
1.0,4.5,4.5,7.0,0.0,3.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,3.0,0.0,4.5,9.0,9.0,1,2,1.0,2,2,2,1.0,4.5,36,4.0,0,74.75
2.0,4.5,0.0,4.0,0.0,3.0,4.5,9.0,4.5,4.5,4.5,0.0,4.5,4.5,0.0,0.0,7.5,7.5,2,7,6.0,1,2,3,4.5,2.0,1,4.5,1,64.5
2.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,4.5,4.5,0.0,4.5,3.0,9.0,0.0,4.5,4.5,1,2,2.0,2,2,2,1.0,2.0,44,4.0,0,59.25
1.0,9.0,4.5,7.0,0.0,3.0,6.75,9.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,6.0,6.0,1,4,1.0,2,2,3,1.0,2.0,11,4.0,0,65.75
2.0,4.5,4.5,6.0,0.0,3.0,2.25,9.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,1.5,4.5,4.5,1,4,5.0,3,2,2,2.0,2.0,23,4.0,0,50.75
6.0,9.0,9.0,4.0,9.0,6.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,6.0,4.5,1,6,2.0,1,2,2,2.0,2.0,36,1.0,1,134.5
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,0.0,9.0,0.0,6.0,2,6,4.5,6,2,1,1.0,2.0,10,4.0,0,76.0
6.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,6.0,1,7,6.0,6,1,2,2.0,1.0,36,4.0,0,151.5
6.0,4.5,9.0,5.0,0.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,6.0,3.0,2,6,5.0,1,2,5,1.0,1.0,5,4.0,0,101.0
7.0,0.0,9.0,4.0,4.5,9.0,2.25,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,4.5,7.5,6.0,2,4,3.0,3,2,2,2.0,2.0,14,4.0,0,103.25
0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,1.0,0.0,0.0,4.5,3.0,1,1,2.0,4,2,2,2.0,2.0,15,4.0,0,35.0
4.0,4.5,4.5,4.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,0.0,1.5,4.5,4.5,1,2,1.0,5,2,3,2.0,2.0,20,4.0,0,59.0
6.0,0.0,4.5,4.0,9.0,6.0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,9.0,6.0,6.0,1,6,5.0,3,1,3,2.0,2.0,44,4.0,0,87.5
4.0,4.5,4.5,4.0,0.0,9.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,4.5,0.0,4.5,4.5,4.5,2,4,3.0,3,2,2,2.0,2.0,44,4.0,0,68.75
4.0,0.0,9.0,4.0,0.0,3.0,4.5,9.0,9.0,9.0,4.5,4.5,0.0,9.0,9.0,0.0,4.5,4.5,1,2,2.0,1,2,3,2.0,2.0,49,4.0,0,87.5
6.0,0.0,0.0,7.0,9.0,9.0,6.75,9.0,4.5,9.0,0.0,9.0,4.5,4.5,9.0,4.5,9.0,7.5,2,4,3.0,6,1,2,2.0,4.5,48,4.0,0,108.25
6.0,9.0,4.5,5.0,9.0,6.0,4.5,9.0,9.0,0.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,3,1,3,1.0,1.0,17,4.0,0,129.5
6.0,4.5,9.0,5.0,0.0,9.0,4.5,4.5,0.0,4.5,4.5,9.0,4.5,3.0,9.0,6.0,0.0,6.0,1,6,5.0,6,1,1,2.0,1.0,44,4.0,0,89.0
7.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,6.0,1,6,5.0,6,1,3,2.0,2.0,5,4.0,0,148.5
4.0,9.0,4.5,5.0,9.0,3.0,4.5,9.0,9.0,0.0,4.5,9.0,4.5,9.0,9.0,6.0,4.5,7.5,2,2,2.0,6,2,1,2.0,2.0,10,1.0,1,111.0
7.0,9.0,9.0,1.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,6.0,7.5,2,7,6.0,6,1,2,2.0,2.0,44,4.0,0,136.25
7.0,0.0,9.0,6.0,0.0,3.0,6.75,9.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,7.5,7.5,6.0,1,7,2.0,3,2,3,2.0,2.0,7,4.0,0,75.25
3.5,4.5,9.0,4.5,0.0,4.5,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,7.5,6.0,2,2,1.0,3,2,2,2.0,2.0,10,4.0,0,85.25
2.0,0.0,4.5,5.0,0.0,6.0,4.5,9.0,0.0,0.0,4.5,0.0,9.0,9.0,9.0,4.5,6.0,3.0,2,2,1.0,5,2,1,1.0,2.0,5,4.0,0,76.0
5.0,4.5,9.0,3.0,9.0,6.0,9.0,9.0,9.0,0.0,4.5,0.0,9.0,9.0,0.0,9.0,6.0,4.5,2,4,3.0,1,2,1,2.0,2.0,10,1.0,1,105.5
9.0,4.5,9.0,5.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0,7.5,4.5,2,4,3.0,3,2,2,2.0,2.0,44,4.0,0,122.75
9.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,9.0,2,3,2.0,6,2,1,2.0,1.0,10,1.0,1,134.5
4.0,0.0,4.5,6.0,9.0,9.0,2.25,9.0,0.0,9.0,9.0,0.0,9.0,3.0,0.0,3.0,6.0,3.0,2,4,3.0,2,1,4,2.0,1.0,44,4.0,0,85.75
5.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,2,7,6.0,6,1,5,2.0,1.0,5,1.0,1,139.5
7.0,9.0,4.5,4.0,4.5,4.5,4.5,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,3.0,4.5,6.0,2,4,3.0,6,1,2,2.0,2.0,31,4.0,0,114.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,6,5.0,6,1,5,2.0,2.0,5,4.0,0,154.0
7.0,4.5,9.0,4.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,6.0,3.0,6.0,2,2,2.0,5,2,6,2.0,2.0,29,4.0,0,122.0
8.0,9.0,9.0,3.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,7.5,7.5,2,4,5.0,1,2,3,2.0,1.0,41,2.0,1,145.25
0.0,4.5,4.5,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,6.0,4.5,2,3,2.0,1,2,1,1.0,2.0,5,4.0,0,43.25
0.0,0.0,4.5,7.0,0.0,3.0,2.25,0.0,0.0,4.5,4.5,4.5,4.5,9.0,0.0,4.5,6.0,4.5,2,3,2.0,1,2,2,2.0,2.0,44,4.0,0,58.75
4.0,4.5,4.5,7.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,1.0,4.5,3.0,4.5,3.0,1,4,3.0,2,2,1,2.0,2.0,16,1.0,1,68.25
3.0,0.0,4.5,2.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,9.0,3.0,0.0,6.0,4.5,4.5,1,3,2.0,4,2,2,2.0,2.0,34,4.0,0,52.25
2.0,0.0,0.0,7.0,0.0,0.0,4.5,9.0,9.0,0.0,4.5,0.0,9.0,3.0,9.0,6.0,4.5,4.5,1,2,1.0,2,2,1,2.0,2.0,18,4.0,0,72.0
0.0,4.5,4.5,4.0,0.0,3.0,2.25,9.0,9.0,0.0,0.0,0.0,4.5,4.5,0.0,3.0,6.0,7.5,1,4,6.0,1,1,2,2.0,2.0,10,4.0,0,61.75
6.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,3.0,9.0,7.5,1,6,5.0,2,2,3,1.0,2.0,23,4.0,0,131.5
5.0,9.0,9.0,6.0,9.0,9.0,4.5,9.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,4.5,6.0,6.0,1,2,2.0,4,2,2,1.0,2.0,15,4.0,0,88.0
4.0,4.5,4.5,4.0,4.5,4.5,4.5,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,4.5,6.0,1,1,1.0,2,2,2,4.5,2.0,33,4.0,0,90.5
4.0,4.5,4.5,3.0,0.0,6.0,2.25,0.0,0.0,4.5,4.5,4.5,4.5,3.0,0.0,4.5,4.5,4.5,1,2,2.0,1,2,2,1.0,2.0,47,4.0,0,58.75
1.0,0.0,4.5,5.0,0.0,4.5,2.25,9.0,0.0,0.0,4.5,0.0,9.0,9.0,9.0,3.0,6.0,4.5,1,4,3.0,6,2,2,2.0,4.5,34,4.0,0,71.25
7.0,4.5,9.0,7.0,9.0,0.0,6.75,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,1.5,9.0,6.0,2,2,2.0,3,2,2,1.0,2.0,14,4.0,0,113.75
0.0,0.0,4.5,7.0,0.0,3.0,2.25,0.0,0.0,4.5,4.5,4.5,4.5,9.0,4.5,0.0,4.5,4.5,1,2,1.0,3,2,2,1.0,2.0,21,4.0,0,57.25
2.0,4.5,4.5,7.0,0.0,6.0,6.75,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,6.0,3.0,4.5,1,4,5.0,2,2,2,1.0,2.0,18,4.0,0,75.75
5.0,0.0,4.5,3.0,9.0,6.0,9.0,4.5,4.5,4.5,4.5,9.0,0.0,1.0,4.5,7.5,6.0,6.0,1,2,2.0,2,2,1,1.0,2.0,23,4.0,0,88.5
3.0,0.0,4.5,7.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,7.5,9.0,6.0,2,2,2.0,2,2,3,2.0,2.0,3,4.0,0,95.5
1.0,9.0,0.0,7.0,4.5,6.0,6.75,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,9.0,6.0,3.0,1,7,2.0,5,1,3,2.0,1.0,18,4.0,0,83.75
1.0,0.0,0.0,7.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,0.0,6.0,4.5,1,2,2.0,6,1,2,1.0,4.5,12,4.0,0,52.25
7.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,5,2.0,2,1,3,2.0,1.0,36,1.0,1,154.0
8.0,4.5,4.5,7.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,2.0,0.0,0.0,7.5,7.5,1,6,5.0,3,1,3,1.0,1.0,29,2.0,1,104.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,5,1,6,2.0,1.0,5,4.0,0,144.0
2.0,0.0,4.5,5.0,0.0,0.0,6.75,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,7.5,6.0,4.5,1,2,3.0,6,1,3,2.0,2.0,34,4.0,0,81.25
3.0,0.0,4.5,3.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,3.0,9.0,6.0,2,5,4.0,6,1,5,2.0,2.0,20,4.0,0,64.5
2.0,9.0,0.0,4.0,0.0,0.0,2.25,0.0,0.0,4.5,4.5,4.5,0.0,9.0,0.0,0.0,4.5,4.5,1,2,2.0,2,2,2,1.0,2.0,41,4.0,0,48.75
5.0,4.5,9.0,6.0,9.0,3.0,4.5,9.0,0.0,0.0,4.5,0.0,0.0,2.0,9.0,7.5,6.0,6.0,1,4,3.0,6,1,1,1.0,4.5,19,2.0,1,85.0
0.0,4.5,4.5,7.0,0.0,3.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,1.5,4.5,1,2,5.0,6,2,2,2.0,2.0,39,4.0,0,88.0
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,2,1,2,2.0,1.0,41,4.0,0,142.5
7.0,9.0,4.5,7.0,9.0,0.0,6.75,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,0.0,9.0,9.0,1,6,5.0,6,1,3,1.0,1.0,14,2.0,1,124.25
5.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,9.0,9.0,1,6,5.0,1,1,2,2.0,2.0,14,1.0,1,152.5
0.0,9.0,4.5,7.0,0.0,3.0,6.75,9.0,9.0,0.0,4.5,0.0,9.0,9.0,0.0,9.0,4.5,4.5,2,2,2.0,1,2,4,2.0,2.0,29,4.0,0,88.75
5.0,9.0,4.5,7.0,0.0,3.0,4.5,9.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,6.0,4.5,2,6,5.0,1,2,3,2.0,2.0,10,4.0,0,88.5
6.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,3.0,9.0,7.5,1,6,5.0,3,1,3,1.0,1.0,21,4.0,0,138.5
6.0,0.0,4.5,5.0,0.0,6.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,9.0,4.5,2,6,5.0,3,1,3,2.0,2.0,3,4.0,0,92.0
6.0,0.0,4.5,5.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,0.0,0.0,2.0,9.0,3.0,6.0,7.5,1,6,5.0,2,1,2,2.0,2.0,28,4.0,0,103.75
0.0,9.0,4.5,4.0,0.0,3.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,4.5,4.5,2,4,3.0,5,1,1,2.0,1.0,50,4.0,0,85.75
1.0,0.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,7.5,1,6,5.0,6,1,2,1.0,1.0,34,2.0,1,136.5
2.0,9.0,4.5,7.0,0.0,0.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,9.0,0.0,0.0,3.0,3.0,1,2,2.0,6,1,2,2.0,2.0,14,4.0,0,66.75
2.0,0.0,4.5,7.0,0.0,0.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,9.0,9.0,0.0,0.0,1.5,1,4,3.0,6,1,2,2.0,2.0,34,4.0,0,62.25
4.0,4.5,9.0,4.0,0.0,4.5,6.75,0.0,0.0,4.5,4.5,4.5,0.0,1.0,0.0,4.5,4.5,4.5,1,2,2.0,3,2,2,2.0,2.0,37,4.0,0,60.75
0.0,0.0,4.5,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,9.0,0.0,3.0,0.0,4.5,1,4,5.0,1,2,2,2.0,2.0,19,4.0,0,48.25
9.0,0.0,9.0,7.0,9.0,9.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,9.0,9.0,0.0,9.0,9.0,2,1,1.0,4,2,2,1.0,2.0,50,1.0,1,108.25
8.0,0.0,9.0,6.0,0.0,6.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,2.0,9.0,3.0,7.5,7.5,1,6,5.0,1,1,3,2.0,1.0,10,2.0,1,103.0
2.0,0.0,4.5,5.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,3.0,9.0,4.5,6.0,4.5,1,1,2.0,6,2,2,2.0,2.0,44,4.0,0,67.75
0.0,9.0,0.0,7.0,0.0,0.0,2.25,9.0,4.5,9.0,4.5,0.0,9.0,9.0,9.0,6.0,3.0,4.5,1,2,3.0,6,2,1,2.0,2.0,36,4.0,0,85.75
3.5,4.5,9.0,6.0,0.0,9.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,4.5,4.5,4.5,1,3,3.0,1,2,3,2.0,2.0,29,4.0,0,86.0
2.0,4.5,0.0,6.0,0.0,0.0,4.5,9.0,9.0,0.0,4.5,4.5,0.0,4.5,0.0,0.0,4.5,3.0,2,3,3.0,6,2,2,2.0,2.0,1,4.0,0,56.0
6.0,0.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,6.0,4.5,2,6,5.0,2,2,3,2.0,1.0,6,4.0,0,121.5
0.0,4.5,0.0,7.0,0.0,3.0,4.5,9.0,0.0,0.0,4.5,0.0,4.5,9.0,9.0,9.0,4.5,3.0,1,2,2.0,6,2,1,1.0,2.0,26,4.0,0,71.5
1.0,0.0,0.0,5.0,9.0,0.0,4.5,9.0,9.0,0.0,4.5,9.0,9.0,9.0,9.0,7.5,4.5,4.5,1,4,3.0,6,1,2,1.0,2.0,29,4.0,0,94.5
4.0,4.5,4.5,6.0,4.5,6.0,4.5,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,4.5,7.5,2,4,4.0,1,2,3,2.0,4.5,44,4.0,0,113.5
7.0,4.5,4.5,3.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,1.5,4.5,3.0,1,3,2.0,6,1,2,1.0,2.0,36,4.0,0,70.75
7.0,0.0,4.5,7.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,1.5,6.0,6.0,2,7,6.0,6,2,1,1.0,2.0,21,2.0,1,119.75
7.0,4.5,4.5,5.0,9.0,6.0,6.75,9.0,0.0,9.0,0.0,9.0,9.0,3.0,9.0,9.0,7.5,6.0,1,7,6.0,3,2,3,1.0,1.0,10,4.0,0,113.25
5.0,0.0,9.0,5.0,0.0,6.0,4.5,9.0,9.0,9.0,9.0,0.0,4.5,3.0,9.0,9.0,9.0,7.5,2,4,3.0,1,2,2,2.0,2.0,50,4.0,0,107.5
2.0,0.0,4.5,7.0,0.0,3.0,2.25,9.0,9.0,9.0,4.5,0.0,0.0,2.0,0.0,0.0,7.5,7.5,1,4,3.0,3,2,2,2.0,2.0,1,4.0,0,67.25
9.0,0.0,4.5,6.0,9.0,6.0,0.0,0.0,9.0,4.5,0.0,9.0,0.0,2.0,0.0,1.5,3.0,7.5,2,4,3.0,2,2,2,1.0,2.0,22,1.0,1,71.0
6.0,0.0,4.5,6.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,4.5,9.0,7.5,2,5,4.0,2,1,4,1.0,2.0,10,4.0,0,100.5
9.0,0.0,9.0,7.0,9.0,6.0,4.5,9.0,9.0,0.0,9.0,0.0,9.0,2.0,9.0,9.0,9.0,6.0,1,2,2.0,1,1,2,2.0,2.0,49,1.0,1,115.5
0.0,0.0,4.5,7.0,0.0,6.0,0.0,9.0,9.0,0.0,4.5,0.0,4.5,9.0,9.0,9.0,4.5,4.5,2,4,2.0,1,2,2,2.0,2.0,44,4.0,0,80.5
1.0,4.5,0.0,7.0,0.0,0.0,0.0,9.0,0.0,9.0,4.5,0.0,4.5,9.0,0.0,0.0,0.0,3.0,2,4,3.0,6,1,4,2.0,1.0,50,4.0,0,51.5
3.0,0.0,4.5,6.0,0.0,0.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,7.5,7.5,6.0,2,6,5.0,1,2,4,2.0,2.0,11,4.0,0,99.75
1.0,0.0,4.5,4.0,9.0,3.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,6.0,4.5,2,2,2.0,6,2,4,2.0,2.0,44,1.0,1,99.5
4.0,9.0,4.5,7.0,0.0,3.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,2.0,0.0,0.0,6.0,7.5,1,3,2.0,2,2,2,1.0,2.0,15,4.0,0,63.25
0.0,4.5,4.5,6.0,0.0,3.0,4.5,9.0,9.0,0.0,4.5,9.0,0.0,9.0,9.0,0.0,9.0,9.0,2,4,3.0,4,2,1,2.0,2.0,16,1.0,1,90.0
5.0,9.0,4.5,4.0,0.0,0.0,0.0,0.0,9.0,4.5,4.5,0.0,4.5,9.0,9.0,1.5,6.0,6.0,1,4,5.0,5,1,2,2.0,2.0,14,1.0,1,76.5
7.0,9.0,9.0,5.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,7.5,4.5,1,4,3.0,1,2,2,1.0,2.0,50,2.0,1,134.25
4.0,0.0,9.0,3.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0,9.0,4.5,2,4,3.0,2,2,2,1.0,2.0,47,4.0,0,112.75
5.0,0.0,4.5,6.0,9.0,0.0,0.0,9.0,0.0,0.0,4.5,0.0,4.5,4.5,0.0,3.0,7.5,6.0,1,4,3.0,2,2,2,2.0,2.0,19,4.0,0,63.5
7.0,0.0,4.5,4.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,9.0,4.5,9.0,9.0,4.5,4.5,1.5,2,2,2.0,1,1,2,2.0,2.0,3,4.0,0,85.25
2.0,9.0,4.5,7.0,4.5,0.0,6.75,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,9.0,4.5,4.5,1,4,3.0,6,2,1,2.0,2.0,48,4.0,0,114.75
6.0,9.0,9.0,5.0,0.0,6.0,4.5,9.0,0.0,9.0,4.5,4.5,0.0,9.0,9.0,1.5,6.0,9.0,2,4,3.0,6,2,1,2.0,1.0,44,4.0,0,101.0
9.0,9.0,9.0,1.0,9.0,9.0,4.5,9.0,9.0,9.0,4.5,0.0,9.0,9.0,4.5,9.0,9.0,7.5,1,1,1.0,2,2,2,2.0,2.0,10,4.0,0,130.0
3.0,0.0,4.5,5.0,0.0,0.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,9.0,7.5,2,2,4.0,2,2,2,2.0,2.0,21,4.0,0,97.25
0.0,9.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,9.0,4.5,0.0,4.5,9.0,0.0,0.0,9.0,9.0,1,2,2.0,4,2,2,2.0,1.0,17,4.0,0,70.0
6.0,9.0,9.0,7.0,0.0,6.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,7.5,9.0,9.0,1,2,2.0,6,2,1,2.0,2.0,50,4.0,0,127.75
3.0,4.5,4.5,7.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,0.0,9.0,6.0,4.5,1,4,3.0,2,2,1,2.0,2.0,34,4.0,0,88.0
6.0,0.0,4.5,7.0,9.0,3.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,2.0,0.0,6.0,7.5,7.5,1,3,2.0,2,2,2,2.0,2.0,39,4.0,0,93.0
4.0,9.0,9.0,3.0,4.5,9.0,6.75,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,1.5,4.5,1,4,4.5,4,2,2,2.0,2.0,44,4.0,0,114.25
0.0,9.0,0.0,7.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,4.5,4.5,9.0,4.5,0.0,0.0,0.0,1,1,1.0,6,2,2,2.0,2.0,28,4.0,0,65.5
7.0,4.5,4.5,7.0,0.0,9.0,6.75,9.0,9.0,0.0,0.0,0.0,9.0,4.5,9.0,4.5,7.5,9.0,1,2,2.0,2,1,2,1.0,2.0,36,1.0,1,100.25
9.0,0.0,9.0,6.0,0.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,4.5,4.5,7.5,1,6,5.0,6,1,3,1.0,2.0,10,4.0,0,118.5
